     24121,  -0.08987290,  -0.02075320,   1.01544142
     24123,  -0.10855746,  -0.00854540,   1.03375149
     24125,  -0.10232925,  -0.02075320,   1.03375149
     24127,  -0.09610111,  -0.02075320,   1.03985476
     24129,  -0.09610111,  -0.02075320,   1.02764797
     24131,  -0.08987290,  -0.01464933,   1.03985476
     24133,  -0.08364469,  -0.02075320,   1.05206132
     24135,  -0.10232925,  -0.02075320,   1.05206132
     24138,  -0.08987290,  -0.02685708,   1.06426811
     24140,  -0.08364469,  -0.01464933,   1.05816483
     24142,  -0.09610111,  -0.00244153,   1.07037139
     24144,  -0.09610111,  -0.00244153,   1.06426811
     24146,  -0.10232925,   0.00366235,   1.06426811
     24148,  -0.08987290,  -0.00244153,   1.07037139
     24151,  -0.08987290,   0.00366235,   1.07647467
     24153,  -0.09610111,   0.00366235,   1.06426811
     24156,  -0.09610111,   0.00366235,   1.07647467
     24158,  -0.08364469,   0.01587009,   1.08257794
     24160,  -0.09610111,   0.00976622,   1.07037139
     24162,  -0.08987290,   0.00366235,   1.06426811
     24164,  -0.08987290,  -0.00854540,   1.06426811
     24166,  -0.08987290,   0.00366235,   1.07037139
     24168,  -0.10232925,   0.00976622,   1.06426811
     24171,  -0.08987290,   0.00366235,   1.06426811
     24173,  -0.08987290,   0.00366235,   1.06426811
     24175,  -0.08364469,   0.00366235,   1.07037139
     24177,  -0.09610111,   0.00366235,   1.05816483
     24179,  -0.08364469,   0.00366235,   1.05206132
     24181,  -0.07741648,   0.00366235,   1.05816483
     24183,  -0.08987290,  -0.00854540,   1.05816483
     24185,  -0.08987290,  -0.00854540,   1.07037139
     24188,  -0.08987290,  -0.00854540,   1.05816483
     24190,  -0.08987290,  -0.01464933,   1.05206132
     24193,  -0.07741648,  -0.00854540,   1.03375149
     24195,  -0.08987290,  -0.00854540,   1.04595804
     24197,  -0.09610111,  -0.01464933,   1.03375149
     24199,  -0.08987290,  -0.00244153,   1.02764797
     24201,  -0.09610111,  -0.01464933,   1.05206132
     24203,  -0.10232925,  -0.02075320,   1.01544142
     24206,  -0.09610111,  -0.03906488,   1.04595804
     24208,  -0.10232925,  -0.03906488,   1.00933814
     24210,  -0.11478567,  -0.03906488,   1.01544142
     24212,  -0.11478567,  -0.05127263,   1.00933814
     24214,  -0.10855746,  -0.05127263,   0.99713147
     24216,  -0.10855746,  -0.06348044,   1.00323486
     24218,  -0.13347030,  -0.05127263,   0.99713147
     24220,  -0.11478567,  -0.05737650,   0.98492479
     24223,  -0.11478567,  -0.05737650,   0.98492479
     24225,  -0.12724209,  -0.06958431,   0.98492479
     24227,  -0.13347030,  -0.05127263,   0.98492479
     24229,  -0.14592671,  -0.06348044,   0.97882140
     24231,  -0.13969851,  -0.05737650,   0.97882140
     24233,  -0.15215486,  -0.06348044,   0.97271812
     24236,  -0.14592671,  -0.06348044,   0.96661484
     24238,  -0.15838307,  -0.06958431,   0.97882140
     24241,  -0.15215486,  -0.07568818,   0.95440817
     24243,  -0.14592671,  -0.08179206,   0.96661484
     24245,  -0.15215486,  -0.06958431,   0.96051145
     24247,  -0.13969851,  -0.06348044,   0.96051145
     24249,  -0.12724209,  -0.05737650,   0.97271812
     24251,  -0.13969851,  -0.06348044,   0.96661484
     24253,  -0.13347030,  -0.06348044,   0.96661484
     24255,  -0.12724209,  -0.03906488,   0.96661484
     24258,  -0.11478567,  -0.05127263,   0.97271812
     24260,  -0.10855746,  -0.04516876,   0.96051145
     24262,  -0.10855746,  -0.03296095,   0.97271812
     24264,  -0.10855746,  -0.04516876,   0.97271812
     24266,  -0.11478567,  -0.03296095,   0.97271812
     24268,  -0.11478567,  -0.03296095,   0.97882140
     24270,  -0.10232925,  -0.02685708,   0.97271812
     24272,  -0.09610111,  -0.02075320,   0.96661484
     24275,  -0.08987290,  -0.02075320,   0.97882140
     24278,  -0.07741648,  -0.01464933,   1.00323486
     24280,  -0.07741648,  -0.00854540,   1.00323486
     24282,  -0.07741648,   0.00366235,   0.99102807
     24284,  -0.08364469,   0.00366235,   1.00323486
     24286,  -0.07118827,  -0.01464933,   1.01544142
     24288,  -0.07118827,  -0.00244153,   1.00933814
     24290,  -0.07118827,   0.00976622,   1.02154469
     24293,  -0.07118827,   0.02197397,   1.02154469
     24295,  -0.08364469,   0.02807796,   1.02154469
     24297,  -0.08987290,   0.02807796,   1.02764797
     24299,  -0.07118827,   0.04028571,   1.02154469
     24301,  -0.06496006,   0.03418183,   1.03985476
     24303,  -0.08364469,   0.03418183,   1.02154469
     24305,  -0.05250365,   0.04638958,   1.03375149
     24307,  -0.07741648,   0.05249345,   1.02764797
     24310,  -0.05873185,   0.04638958,   1.02154469
     24312,  -0.07118827,   0.05859733,   1.03985476
     24314,  -0.08364469,   0.06470120,   1.02764797
     24316,  -0.07118827,   0.05859733,   1.02764797
     24318,  -0.08364469,   0.05249345,   1.02154469
     24321,  -0.07741648,   0.05249345,   1.02764797
     24323,  -0.08364469,   0.06470120,   1.02154469
     24325,  -0.08987290,   0.04638958,   1.00933814
     24328,  -0.08987290,   0.05249345,   0.99102807
     24330,  -0.07741648,   0.05859733,   1.00933814
     24332,  -0.08364469,   0.03418183,   0.99102807
     24334,  -0.08364469,   0.06470120,   0.99102807
     24336,  -0.08364469,   0.05249345,   0.99102807
     24338,  -0.07741648,   0.04028571,   0.98492479
     24340,  -0.07741648,   0.03418183,   0.97882140
     24342,  -0.07741648,   0.03418183,   0.97882140
     24345,  -0.08364469,   0.02807796,   0.97271812
     24347,  -0.07741648,   0.02807796,   0.96661484
     24349,  -0.08364469,   0.01587009,   0.96661484
     24351,  -0.08987290,   0.01587009,   0.96051145
     24353,  -0.08364469,  -0.00244153,   0.96661484
     24355,  -0.06496006,   0.00976622,   0.96661484
     24357,  -0.07741648,   0.00366235,   0.95440817
     24359,  -0.07118827,  -0.00854540,   0.96661484
     24363,  -0.06496006,  -0.00244153,   0.97882140
     24365,  -0.07118827,  -0.00244153,   0.97271812
     24367,  -0.06496006,   0.00366235,   0.99102807
     24369,  -0.07118827,   0.00976622,   0.99102807
     24371,  -0.06496006,   0.01587009,   0.99713147
     24373,  -0.04627544,   0.00976622,   1.00323486
     24375,  -0.04004729,   0.00976622,   1.00933814
     24377,  -0.03381908,   0.02197397,   1.00933814
     24380,  -0.02759087,   0.02197397,   1.03375149
     24382,  -0.04004729,   0.05249345,   1.04595804
     24384,  -0.03381908,   0.04028571,   1.04595804
     24386,  -0.02136266,   0.06470120,   1.05206132
     24388,  -0.01513445,   0.05249345,   1.04595804
     24390,   0.07828856,   0.00366235,   1.16192126
     24392,   0.16548336,  -0.03906488,   1.23516130
     24394,   0.17171156,  -0.06348044,   1.27788448
     24397,   0.05337572,  -0.08179206,   1.35112453
     24399,  -0.11478567,  -0.04516876,   1.33281446
     24401,  -0.18952411,  -0.02075320,   1.32060790
     24403,  -0.19575232,   0.02807796,   1.29619455
     24406,  -0.15215486,   0.04638958,   1.26567793
     24408,  -0.05873185,   0.07080519,   1.21685123
     24410,  -0.00890625,   0.08911681,   1.18023133
     24412,   0.04091930,   0.10742843,   1.16192126
     24415,   0.04091930,   0.11963630,   1.14361143
     24417,   0.05337572,   0.13184404,   1.12530136
     24419,   0.05337572,   0.13794792,   1.12530136
     24421,   0.02846301,   0.14405179,   1.11919808
     24423,   0.01600659,   0.16846740,   1.13140464
     24425,  -0.00890625,   0.17457128,   1.12530136
     24427,  -0.02136266,   0.18067515,   1.13750792
     24429,  -0.02136266,   0.19288290,   1.13140464
     24432,  -0.02136266,   0.19288290,   1.13750792
     24434,  -0.00890625,   0.19288290,   1.16192126
     24436,   0.00355017,   0.19288290,   1.14361143
     24438,   0.00977838,   0.19288290,   1.15581799
     24440,   0.00977838,   0.19288290,   1.16802478
     24442,   0.00977838,   0.20509064,   1.19243789
     24444,   0.01600659,   0.19898677,   1.18023133
     24446,   0.01600659,   0.21729851,   1.19243789
