You entered a buffer length of 100
0.038615, 0.044742, 1.053892, 0.028463, 0.046390, 1.052061, 0.053376, 0.028463, 0.058597, 0.046390, 1.070371, 1.052061
0.038428, 0.044864, 1.053770, 0.034691, 0.046390, 1.045958, 0.047148, 0.034691, 0.058597, 0.046390, 1.070371, 1.045958
0.038366, 0.044986, 1.053770, 0.034691, 0.058597, 1.058165, 0.047148, 0.034691, 0.058597, 0.058597, 1.070371, 1.058165
0.038241, 0.045047, 1.053709, 0.028463, 0.046390, 1.052061, 0.047148, 0.028463, 0.058597, 0.046390, 1.070371, 1.052061
0.038117, 0.045230, 1.053648, 0.034691, 0.058597, 1.052061, 0.047148, 0.034691, 0.058597, 0.058597, 1.070371, 1.052061
0.038054, 0.045230, 1.053587, 0.034691, 0.046390, 1.058165, 0.047148, 0.034691, 0.058597, 0.046390, 1.070371, 1.058165
0.038054, 0.045413, 1.053465, 0.034691, 0.052493, 1.045958, 0.047148, 0.034691, 0.058597, 0.052493, 1.070371, 1.045958
0.037992, 0.045413, 1.053221, 0.034691, 0.046390, 1.033751, 0.047148, 0.034691, 0.058597, 0.046390, 1.070371, 1.033751
0.037805, 0.045352, 1.053160, 0.028463, 0.040286, 1.052061, 0.047148, 0.028463, 0.058597, 0.040286, 1.070371, 1.052061
0.037556, 0.045291, 1.053038, 0.016007, 0.040286, 1.045958, 0.047148, 0.016007, 0.058597, 0.040286, 1.070371, 1.045958
0.037432, 0.045291, 1.053038, 0.034691, 0.040286, 1.064268, 0.047148, 0.034691, 0.058597, 0.040286, 1.070371, 1.064268
0.037369, 0.045352, 1.052916, 0.040919, 0.046390, 1.045958, 0.047148, 0.040919, 0.058597, 0.046390, 1.070371, 1.045958
0.037369, 0.045291, 1.052794, 0.040919, 0.046390, 1.039855, 0.047148, 0.040919, 0.058597, 0.046390, 1.070371, 1.039855
0.037245, 0.045230, 1.052672, 0.028463, 0.040286, 1.052061, 0.047148, 0.028463, 0.058597, 0.040286, 1.070371, 1.052061
0.037120, 0.045230, 1.052733, 0.028463, 0.040286, 1.052061, 0.047148, 0.028463, 0.058597, 0.040286, 1.070371, 1.052061
0.037058, 0.045230, 1.052733, 0.034691, 0.040286, 1.058165, 0.047148, 0.034691, 0.058597, 0.040286, 1.070371, 1.058165
0.036809, 0.045230, 1.052611, 0.022235, 0.046390, 1.045958, 0.047148, 0.022235, 0.058597, 0.046390, 1.070371, 1.045958
0.036809, 0.045413, 1.052489, 0.034691, 0.058597, 1.045958, 0.047148, 0.034691, 0.058597, 0.058597, 1.070371, 1.045958
0.036746, 0.045352, 1.052428, 0.040919, 0.040286, 1.052061, 0.047148, 0.040919, 0.058597, 0.040286, 1.070371, 1.052061
0.036684, 0.045474, 1.052428, 0.034691, 0.046390, 1.052061, 0.047148, 0.034691, 0.058597, 0.046390, 1.070371, 1.052061
0.036684, 0.045413, 1.052428, 0.034691, 0.046390, 1.052061, 0.047148, 0.034691, 0.058597, 0.046390, 1.070371, 1.052061
0.036622, 0.045352, 1.052367, 0.034691, 0.040286, 1.064268, 0.047148, 0.034691, 0.058597, 0.040286, 1.064268, 1.064268
0.036435, 0.045291, 1.052244, 0.028463, 0.052493, 1.045958, 0.047148, 0.028463, 0.058597, 0.052493, 1.064268, 1.045958
0.036435, 0.045169, 1.052122, 0.034691, 0.040286, 1.045958, 0.047148, 0.034691, 0.058597, 0.040286, 1.064268, 1.045958
0.036248, 0.045169, 1.052183, 0.022235, 0.052493, 1.064268, 0.047148, 0.022235, 0.058597, 0.052493, 1.064268, 1.064268
0.036124, 0.045230, 1.052122, 0.034691, 0.046390, 1.045958, 0.047148, 0.034691, 0.058597, 0.046390, 1.064268, 1.045958
0.035999, 0.045352, 1.052122, 0.034691, 0.046390, 1.058165, 0.047148, 0.034691, 0.058597, 0.046390, 1.064268, 1.058165
0.035875, 0.045352, 1.052000, 0.028463, 0.040286, 1.052061, 0.047148, 0.028463, 0.058597, 0.040286, 1.064268, 1.052061
0.035750, 0.045474, 1.051878, 0.034691, 0.046390, 1.045958, 0.047148, 0.034691, 0.058597, 0.046390, 1.064268, 1.045958
0.035625, 0.045657, 1.051756, 0.034691, 0.052493, 1.052061, 0.047148, 0.034691, 0.058597, 0.052493, 1.064268, 1.052061
0.035625, 0.045596, 1.051817, 0.040919, 0.046390, 1.064268, 0.047148, 0.040919, 0.058597, 0.046390, 1.064268, 1.064268
0.035625, 0.045474, 1.051756, 0.040919, 0.040286, 1.052061, 0.047148, 0.040919, 0.058597, 0.040286, 1.064268, 1.052061
0.035501, 0.045474, 1.051695, 0.034691, 0.040286, 1.058165, 0.047148, 0.034691, 0.058597, 0.040286, 1.064268, 1.058165
0.035501, 0.045413, 1.051756, 0.034691, 0.046390, 1.052061, 0.047148, 0.034691, 0.058597, 0.046390, 1.064268, 1.052061
0.035439, 0.045230, 1.051756, 0.034691, 0.040286, 1.052061, 0.047148, 0.034691, 0.058597, 0.040286, 1.064268, 1.052061
0.035314, 0.045108, 1.051695, 0.034691, 0.040286, 1.045958, 0.047148, 0.034691, 0.058597, 0.040286, 1.064268, 1.045958
0.035252, 0.044925, 1.051756, 0.028463, 0.034182, 1.058165, 0.047148, 0.028463, 0.058597, 0.034182, 1.064268, 1.058165
