    187904,   0.04714751,   0.05249345,   1.06426811
    187906,   0.03469121,   0.05859733,   1.07037139
    187908,   0.02846301,   0.04638958,   1.06426811
    187910,   0.04714751,   0.07080519,   1.05816483
    187912,   0.04714751,   0.05249345,   1.07647467
    187914,   0.04714751,   0.05249345,   1.07037139
    187916,   0.02846301,   0.05859733,   1.05206132
    187919,   0.02846301,   0.04638958,   1.06426811
    187921,   0.04091930,   0.05859733,   1.07037139
    187923,   0.04091930,   0.04638958,   1.07647467
    187925,   0.04714751,   0.04638958,   1.07037139
    187927,   0.03469121,   0.05249345,   1.05816483
    187929,   0.04714751,   0.05249345,   1.07037139
    187931,   0.03469121,   0.05249345,   1.05206132
    187934,   0.04714751,   0.04638958,   1.06426811
    187936,   0.02846301,   0.05859733,   1.06426811
    187938,   0.03469121,   0.04638958,   1.07037139
    187940,   0.02846301,   0.05859733,   1.06426811
    187942,   0.04714751,   0.05249345,   1.06426811
    187944,   0.03469121,   0.04638958,   1.07037139
    187947,   0.04714751,   0.05249345,   1.06426811
    187950,   0.03469121,   0.05859733,   1.05816483
    187952,   0.02846301,   0.05859733,   1.05816483
    187954,   0.04091930,   0.05249345,   1.06426811
    187956,   0.03469121,   0.05249345,   1.06426811
    187958,   0.02846301,   0.06470120,   1.06426811
    187960,   0.03469121,   0.05859733,   1.07037139
    187962,   0.03469121,   0.05249345,   1.05816483
    187964,   0.04091930,   0.05249345,   1.07037139
    187967,   0.04091930,   0.05249345,   1.06426811
    187969,   0.02846301,   0.04638958,   1.04595804
    187971,   0.02846301,   0.05249345,   1.05206132
    187973,   0.03469121,   0.05859733,   1.07647467
    187975,   0.04714751,   0.04638958,   1.06426811
    187977,   0.03469121,   0.05249345,   1.07647467
    187979,   0.04714751,   0.05249345,   1.07647467
    187982,   0.04091930,   0.05859733,   1.07037139
    187984,   0.04091930,   0.04638958,   1.07037139
    187986,   0.04091930,   0.05249345,   1.07037139
    187988,   0.04091930,   0.05249345,   1.05206132
    187991,   0.04091930,   0.04028571,   1.05816483
    187993,   0.04091930,   0.05859733,   1.05816483
    187995,   0.03469121,   0.04638958,   1.05816483
    187998,   0.04091930,   0.05249345,   1.06426811
    188000,   0.03469121,   0.04638958,   1.07037139
    188002,   0.02223480,   0.05249345,   1.04595804
    188004,   0.03469121,   0.05249345,   1.06426811
    188006,   0.03469121,   0.04638958,   1.06426811
    188008,   0.02846301,   0.05859733,   1.06426811
    188010,   0.03469121,   0.04638958,   1.07037139
    188012,   0.03469121,   0.05249345,   1.05816483
    188015,   0.04091930,   0.04638958,   1.05206132
    188017,   0.03469121,   0.04028571,   1.06426811
    188019,   0.04091930,   0.04638958,   1.06426811
